section,number,title,crn,cap,enrl,avail,instructor_last,instructor_first,dates,restrictions,prerequisites,delivery,days,start,end,building,room,credits,fee,fee_type
CISS,346,Secure Software Development,23076,10,4,6,Mohammed,Mubarek,04/02-06/14,MJ OV,CISS 247 or CSCI 247.,Face-to-Face WWU Location: Kirkland,MW,1800.0,1950.0,K,L,4,$20.25,Per/Cr
CISS,346,Secure Software Development,23338,35,25,10,Deschene,Marie,04/02-06/14,MJ OV,CISS 247 or CSCI 247. This section for Cybersecurity majors only.,Face-to-Face WP1,TR,1200.0,1340.0,A,W,2,,03 	4	$13.93 Per/Cr
CISS,361,Cybersecurity,22818,35,1,34,Deschene,Marie,04/02-06/14,MJ OV,CSCI 140 or CSCI 141 or MIS 320.,Face-to-Face,TR,800.0,940.0,A,W,4,,05 	4	$13.93 Per/Cr
CISS,461,Computer Security,21590,30,23,7,Tsikerdekis,Michael,04/02-06/14,MJ OV,CISS 247 and CISS 301.,Online DELIVERY Online-Synchronous,TR,900.0,1040.0,ONLINE,SYNC,4,$13.93,Per/Cr
CISS,461,Computer Security,21856,10,6,4,Tsikerdekis,Michael,04/02-06/14,MJ XBS-CISS OV,CISS 247 and CISS 301.,Online WWU Location: Poulsbo DELIVERY Online-Synchronous,TR,900.0,1040.0,P,L,4,$20.25,Per/Cr
CISS,461,Computer Security,23077,10,3,7,Prasad,Manoj Ajith,04/02-06/14,MJ OV,CISS 247 and CISS 301.,Face-to-Face WWU Location: Kirkland,MW,2000.0,2150.0,K,L,4,$20.25,Per/Cr
CISS,471,"Cyber Privacy, Ethics & Abuse",21858,35,3,32,Boock,Michael Joseph,04/02-06/14,MJ XBS-CISS OV,,Face-to-Face WWU Location: Poulsbo,MW,1400.0,1550.0,P,L,4,$20.25,Per/Cr
CISS,473,Cyber Warfare,23735,30,9,21,Fretheim,Erik Jon,04/02-06/14,MJ SR OV,Senior status. Non-cybersecurity majors who have senior status are eligible to take this course. Email Laura.Ghan@wwu.edu for override.,Face-to-Face,MWRF,1000.0,1050.0,E,S,4,,18 	4	$13.93 Per/Cr
CISS,493,Cyber Capstone III Evaluate,22130,5,2,3,Wolters,Piper Sophia,04/02-06/14,MJ OV,CISS 492. Course offered at Western on the Peninsulas in Poulsbo Call 360-394-2707 for information Critical Disability Studies Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,Hybrid WWU Location: Poulsbo,M,1600.0,1650.0,P,L,2,$20.25,Per/Cr
DISA,330,Critical Disability Studies,23591,32,40,-8,Lucchesi,Andrew John,04/02-06/14,OV,ENG 101 or equivalent.,,,,,,,,,
DISA,350,Topics in Critical Disability,23590,5,5,0,Foreman-Murray,Lindsay,04/02-06/14,OV,"Audition or level placement and instructor permission. DNC 421, DNC 422 recommended. Data Science Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs",Face-to-Face,TR,1300.0,1450.0,CM,B,3,$25.00,Flat Fee
DATA,311,Fundamentals of Data Science,23730,35,19,16,Tuor,Aaron,04/02-06/14,OV,"CSCI 141; One course from: MATH 112, MATH 114, MATH 115, MATH 118, MATH 124, MATH 125, MATH 134, MATH 135, MATH 156 or suitable math assessment score.",Face-to-Face,W,1600.0,1750.0,CF,420,1,,06 	4	$13.93 Per/Cr
DATA,490,Senior Research,23365,5,2,3,Hutchinson,Brian James,04/02-06/14,MJ OV,Major status and instructor permission.,,,,,,,,,
DATA,491,Senior Project 1,23728,12,3,9,Wolters,Piper Sophia,04/02-06/14,MJ OV,Department permission.,Face-to-Face,M,1500.0,1550.0,A,H,0,,30 	2	$20.25 Per/Cr
DATA,492,Senior Project 2,23729,12,5,7,Wolters,Piper Sophia,04/02-06/14,MJ OV,DATA 491,Face-to-Face,M,1500.0,1550.0,A,H,0,,30 	2	$13.93 Per/Cr
DATA,493,Senior Project 3,23079,12,6,6,Wolters,Piper Sophia,04/02-06/14,MJ OV,DATA 492 Decision Sciences Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,Face-to-Face,M,1500.0,1550.0,A,H,0,,30 	2	$13.93 Per/Cr
DSCI,205,Business Statistics,20321,90,53,37,McClain,Lee,04/02-06/14,OV,MATH 156 or MATH 114 or MATH 115 or MATH 118 or equivalent or higher or suitable math assessment score. Note: The AP Statistics Exam with a minimum score of '3' is an equivalent for this course,Hybrid,W,830.0,950.0,B,H,1,,05 	4
DSCI,205,Business Statistics,20322,90,83,7,McClain,Lee,04/02-06/14,OV,MATH 156 or MATH 114 or MATH 115 or MATH 118 or equivalent or higher or suitable math assessment score. Note: The AP Statistics Exam with a minimum score of '3' is an equivalent for this course,Hybrid,W,1000.0,1120.0,B,H,1,,05 	4
DSCI,305,Applied Bus Stats & Analytics,20324,56,51,5,Kim,Ilhyung,04/02-06/14,OV,MATH 157 or MATH 124 or MATH 138; and DSCI 205. CBE Pre-Major and Major restrictions lifted when registration reaches 44 cr.,Face-to-Face,F,1300.0,1420.0,AW,306,1,,46 	4
DSCI,305,Applied Bus Stats & Analytics,22315,56,31,25,Kim,Ilhyung,04/02-06/14,OV,MATH 157 or MATH 124 or MATH 138; and DSCI 205. CBE Pre-Major and Major restrictions lifted when registration reaches 44 cr.,Face-to-Face,F,1430.0,1550.0,AW,306,1,,46 	4
DSCI,407,Predictive Analytics for Bus,21564,30,6,24,Li,Jiexun,04/02-06/14,MJ OV,Majors only. DSCI 305 or ECON 375. Design Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs DSGN 300	Directed Independent Study	20421	15	0	15	Staff	04/02-06/14 Variable fee,Face-to-Face,MW,1000.0,1150.0,P,H,2,,44 	4
DSGN,312,Graphic Design in 20th Century,22937,38,37,1,de Almeida,Cristina,04/02-06/14,MJ OV,"DSGN 211 and one from A/HI 240, A/HI 241; or DSGN 211, DSGN 213, DSGN 230. Major status.",Face-to-Face HUM,MW,900.0,1050.0,F,I,2,,38 	4	$15.08 Flat Fee
DSGN,341,Graphic Design 3,20770,19,19,0,Egner,Alex,04/02-06/14,MJ OV,"DSGN 340, DSGN 360 and DSGN 361 or concurrent; or DSGN 340, DSGN 371 and DSGN 382. Major status.",Face-to-Face,TR,800.0,1050.0,AA,254,1,,10A 	5	$98.66 Flat Fee
DSGN,341,Graphic Design 3,20771,18,17,1,Airth,Paula Sue,04/02-06/14,MJ OV,"DSGN 340, DSGN 360 and DSGN 361 or concurrent; or DSGN 340, DSGN 371 and DSGN 382. Major status.",Face-to-Face,TR,1100.0,1350.0,AA,254,1,,10A 	5	$98.66 Flat Fee
DSGN,351,Design Production,22944,19,18,1,Gialanella,John Andrew,04/02-06/14,MJ OV,DSGN 213 and DSGN 230; or DSGN 330 or concurrent. Major status.,Face-to-Face,TR,800.0,1050.0,FI,102,1,,01 	5	$98.66 Flat Fee
DSGN,351,Design Production,22945,19,19,0,Gialanella,John Andrew,04/02-06/14,MJ OV,DSGN 213 and DSGN 230; or DSGN 330 or concurrent. Major status.,Face-to-Face,TR,1100.0,1350.0,FI,102,1,,01 	5	$98.66 Flat Fee
DSGN,357,Narrative Illustration,22111,18,17,1,Wahl,Phoebe,04/02-06/14,OV,$16.68 Flat Fee Self-Sustaining tuition is $298 per credit which is not included in 10-18 credit tuition costs.,Face-to-Face SST,W,1800.0,2050.0,A,A,2,,54 	3	$298.00 Per/Cr
DSGN,362,Motion 1,22946,19,19,0,Shaw,Austin,04/02-06/14,MJ OV,"DSGN 213, DSGN 230 and major status.",Face-to-Face,MW,1100.0,1350.0,FI,110,1,,10A 	5	$98.40 Flat Fee
DSGN,362,Motion 1,22947,19,17,2,Carreon,Tempestt,04/02-06/14,MJ OV,"DSGN 213, DSGN 230 and major status. New Time",Face-to-Face,TR,1700.0,1950.0,FI,110,1,,10A 	5	$98.40 Flat Fee
DSGN,368,Prof Practice for Illustrators,22112,18,17,1,Heimer,Andrea,04/02-06/14,MJ OV,$16.68 Flat Fee Self-Sustaining tuition is $298 per credit which is not included in 10-18 credit tuition costs. Open to other majors based on submission of portolio Contact design@wwu.edu for information,Face-to-Face SST,W,1800.0,2050.0,A,A,2,,55 	3	$298.00 Per/Cr
DSGN,372,Digital Design 2,23628,19,19,0,Schade,Brittany,04/02-06/14,MJ OV,"DSGN 340, DSGN 371, DSGN 382 and major status.",Face-to-Face,MW,1100.0,1350.0,F,I,1,,01 	5	$98.66 Flat Fee
DSGN,372,Digital Design 2,23629,18,17,1,Schade,Brittany,04/02-06/14,MJ OV,"DSGN 340, DSGN 371, DSGN 382 and major status.",Face-to-Face,MW,1400.0,1650.0,F,I,1,,01 	5	$98.66 Flat Fee
DSGN,390,Topics in Dsgn Strat Marketing,23925,24,21,3,Mayer,Aric Arnold,04/02-06/14,MJ OV,Pre-reqs vary; depend on topic offered. See Classfinder/Timetable for specific details. New Section DSGN 400	Directed Independent Study	20422	15	0	15	Staff	04/02-06/14 Variable fee,Face-to-Face,MW,900.0,1020.0,F,I,1,,01 	3	$98.66 Flat Fee
DSGN,480,BFA Seminar,22684,12,12,0,Egner,Alex,04/02-06/14,MJ OV,BFA status. BFA Legacy,Face-to-Face,TR,1400.0,1650.0,A,A,2,,51 	5	$98.66 Flat Fee
DSGN,481,BFA Workshop,21351,12,12,0,de Almeida,Cristina,04/02-06/14,MJ OV,"DSGN 341, DSGN 372, DSGN 382 and major status. BFA Legacy Disability and Advocacy Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs",,,,,,,,,
DIAD,205,"Disability, Diversity, Media",23618,30,31,-1,Wandke,Daman Lee Michael,04/02-06/14,OV,"No textbook, but must have access to Netflix.",Hybrid,T,1400.0,1550.0,M,H,2,,39 	4
DIAD,205,"Disability, Diversity, Media",23619,30,30,0,Wandke,Daman Lee Michael,04/02-06/14,OV,"No textbook, but must have access to Netflix.",,,,,,,,,
DIAD,205,"Disability, Diversity, Media",23620,30,29,1,Wandke,Daman Lee Michael,04/02-06/14,OV,"No textbook, but must have access to Netflix.",Hybrid,W,1400.0,1550.0,M,H,2,,39 	4
DIAD,205,"Disability, Diversity, Media",23816,30,29,1,Wandke,Daman Lee Michael,04/02-06/14,OV,"New Section No textbook, but must have access to Netflix.",Hybrid,W,1600.0,1750.0,M,H,2,,39 	4
DIAD,442,Clinical Practicum,23592,25,2,23,Hart,Jeffery LeRoy,04/02-06/14,OV,"Admission to the Disability and Advocacy, BAE or instructor permission. Meeting times will be established based on placement and training needs.",,,,,,,,,
DIAD,495,Clinical Internship,23593,25,4,21,Hart,Jeffery LeRoy,04/02-06/14,MJ ED OV,Co-requisite: ECE 495. East Asian Studies Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,Face-to-Face,W,1300.0,1350.0,M,H,1,,13 	2
EAST,201,Intro East Asian Civilizations,23563,24,22,2,Goosmann,Breann,04/02-06/14,OV,,Face-to-Face,MWF,1430.0,1550.0,M,H,1,,31 	5
EAST,202,E Asian Hist Early-mod/Mod Era,22852,37,33,4,Thompson,Roger R.,04/02-06/14,OV,,Face-to-Face,MWF,1000.0,1120.0,O,M,4,,82 	5
EAST,302,Methods/Materials E.A.Studies,23537,15,9,6,Bushelle,Ethan David,04/02-06/14,OV,"EAST 201, EAST 202; one year of Chinese or Japanese. New Time",Face-to-Face,T,1400.0,1650.0,B,H,1,,04 	3
EAST,333,E. Asia: Society & Environment,22856,10,8,2,Buckley,Patrick Henry,04/02-06/14,OV,"One course from: ENVS 203, ENVS 204, ENVS 221, EAST 201 or EAST 202; or instructor permission. Also offered as ENVS 333 CRN 20775",Face-to-Face,TR,1200.0,1350.0,E,S,3,,13 	4
EAST,380,Religion and Society in China,22976,15,14,1,Pearce,Scott A.,04/02-06/14,JR SR OV,Junior or senior status; or instructor permission. Also offered as REL 380 CRN 22984 New Time,Face-to-Face,TR,1200.0,1350.0,M,H,2,,31 	5
EAST,397B,Japanese Cinema Studies,23538,20,19,1,Walker,Tyler,04/02-06/14,OV,Sophomore status. New Room,Face-to-Face,MWF,1300.0,1420.0,M,H,0,,21 	4
EAST,397E,NRMs in East Asia,23870,15,3,12,Folk,Holly,04/02-06/14,JR SR OV,Junior or senior status or instructor permission. New Section Also offered as REL 390 CRN 23395 Topic: New Religious Movements in East Asia,Face-to-Face,TR,1000.0,1150.0,O,M,5,,80 	5
EAST,431,Pac Rim - Envr Econ Sustain,22857,10,0,10,Buckley,Patrick Henry,04/02-06/14,OV,"One course from: EAST 302, ENVS 303, C/AM 331, ENVS 331, ENVS 332, EAST 333, ENVS 333, or ENVS 342; or instructor permission. Also offered as ENVS 431 CRN 22912 Economics Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs",Face-to-Face,TR,1500.0,1650.0,A,H,2,,19 	4
ECON,206,Intro to Microeconomics,20044,60,42,18,Kahnamoui,Farrokh,04/02-06/14,OV,MATH 112 or equivalent or suitable math assessment score.,Face-to-Face SSC,TR,1000.0,1150.0,B,I,2,,12 	4
ECON,206,Intro to Microeconomics,20164,60,58,2,Oertel,Ronald R.,04/02-06/14,OV,MATH 112 or equivalent or suitable math assessment score. New Time,Face-to-Face SSC,TR,1200.0,1350.0,C,F,1,,25 	4
ECON,206,Intro to Microeconomics,20241,60,37,23,Kahnamoui,Farrokh,04/02-06/14,OV,MATH 112 or equivalent or suitable math assessment score.,Face-to-Face SSC,MW,1400.0,1550.0,C,F,1,,20 	4
ECON,206,Intro to Microeconomics,21048,60,60,0,Oertel,Ronald R.,04/02-06/14,OV,MATH 112 or equivalent or suitable math assessment score.,Face-to-Face SSC,MWF,1000.0,1120.0,P,H,2,,28 	4
ECON,206,Intro to Microeconomics,21049,60,58,2,Burke,Susan M.,04/02-06/14,OV,MATH 112 or equivalent or suitable math assessment score.,Face-to-Face SSC,TR,1400.0,1550.0,S,L,1,,10 	4
ECON,207,Intro to Macroeconomics,20049,65,38,27,Martin,Darius Daniel,04/02-06/14,OV,ECON 206 or HNRS 209 or ECON 446 or ECON 101; MATH 112 or equivalent or suitable math assessment score.,Face-to-Face SSC,TR,1200.0,1350.0,B,I,2,,34 	4
ECON,207,Intro to Macroeconomics,20127,65,63,2,Knabb,Shawn D.,04/02-06/14,OV,ECON 206 or HNRS 209 or ECON 446 or ECON 101; MATH 112 or equivalent or suitable math assessment score.,Face-to-Face SSC,MW,1200.0,1350.0,P,H,2,,28 	4
ECON,207,Intro to Macroeconomics,20649,65,44,21,Miller,Michael,04/02-06/14,OV,ECON 206 or HNRS 209 or ECON 446 or ECON 101; MATH 112 or equivalent or suitable math assessment score.,Face-to-Face SSC,MWF,1000.0,1120.0,A,W,3,,04 	4
ECON,207,Intro to Macroeconomics,23438,65,18,47,Miller,Michael,04/02-06/14,OV,ECON 206 or HNRS 209 or ECON 446 or ECON 101; MATH 112 or equivalent or suitable math assessment score. ECON 300	Directed Independent Study	20237	10	0	10	Staff	04/02-06/14,Face-to-Face SSC,MWF,1430.0,1550.0,E,S,1,,00 	4
ECON,303,History of Economic Thought,22304,30,24,6,Kahnamoui,Farrokh,04/02-06/14,OV,ECON 206 and ECON 207; or ECON 207 and HNRS 209; or HNRS 202; or HNRS 254.,Face-to-Face WP1,MW,1000.0,1150.0,C,F,3,,16 	4
ECON,306,Intermediate Microeconomics,20052,35,30,5,Durham,Yvonne,04/02-06/14,OV,ECON 206 or HNRS 209 or HNRS 254 or HNRS 202; MATH 124 or MATH 157 or equivalent.,Face-to-Face,TR,1200.0,1350.0,C,F,3,,14 	4
ECON,306,Intermediate Microeconomics,22307,35,14,21,Query,Jason Alan,04/02-06/14,OV,ECON 206 or HNRS 209 or HNRS 254 or HNRS 202; MATH 124 or MATH 157 or equivalent.,Face-to-Face,TR,1400.0,1550.0,C,F,0,,23 	4
ECON,307,Intermediate Macroeconomics,22305,35,23,12,Sula,Ozan,04/02-06/14,OV,ECON 207 or HNRS 254 or HNRS 202; MATH 124 or MATH 157 or equivalent. New Room,Face-to-Face,MW,1400.0,1550.0,C,F,2,,27 	4
ECON,310,Public Sector Economics,21473,35,12,23,Oertel,Ronald R.,04/02-06/14,OV,ECON 206 and ECON 207; or HNRS 209 and ECON 207; or HNRS 254; or HNRS 202.,Face-to-Face,MWF,1430.0,1550.0,C,F,3,,14 	4
ECON,311,Money and Banking,20664,35,12,23,Martin,Darius Daniel,04/02-06/14,OV,ECON 206 and ECON 207; or HNRS 209 and ECON 207; or HNRS 202; or HNRS 254.,Face-to-Face,TR,1400.0,1550.0,C,V,1,,03 	4
ECON,333,Intro to Game Theory,23439,35,12,23,Roelofs,Matthew R.,04/02-06/14,OV,ECON 206 or HNRS 209 or HNRS 254 or HNRS 202.,Face-to-Face,MW,1200.0,1350.0,C,F,0,,23 	4
ECON,340,Economics of Regulation,23440,25,14,11,Burke,Susan M.,04/02-06/14,OV,ECON 101 or ECON 206 or HNRS 209 or HNRS 254 or HNRS 202.,Face-to-Face,TR,1000.0,1150.0,M,H,1,,15 	4
ECON,360,Intro to International Econ,22061,30,9,21,Query,Jason Alan,04/02-06/14,OV,ECON 206 and ECON 207; or HNRS 209 and ECON 207; or HNRS 202; or HNRS 254.,Face-to-Face,TR,1200.0,1350.0,C,F,0,,23 	4
ECON,361,Intl Economic Policy & Bus,23780,30,29,1,Alden,Edward H.,04/02-06/14,OV,ECON 101 or ECON 206 or HNRS 209.,Face-to-Face WP3,TR,1000.0,1150.0,M,H,1,,05 	4
ECON,375,Introduction to Econometrics,21377,35,18,17,Oertel,Ronald R.,04/02-06/14,OV,ECON 206 and ECON 207 or HNRS 209 and ECON 207; MATH 240 or MATH 341 or DSCI 205; MATH 124 or MATH 157 or equivalent. New Room,Face-to-Face,MWF,2330.0,2450.0,A,H,0,,12 	4
ECON,380,Urban Economics,23442,35,15,20,Shewmake,Sharon Anne,04/02-06/14,OV,ECON 206 or HNRS 209 or HNRS 254 or HNRS 202.,Face-to-Face,MW,1400.0,1550.0,P,H,1,,04 	4
ECON,383,Environmental Economics,20650,35,34,1,Shewmake,Sharon Anne,04/02-06/14,OV,ECON 206 or HNRS 209 or HNRS 254 or HNRS 202.,Face-to-Face,MW,1000.0,1150.0,P,H,1,,04 	4
ECON,384,Energy Economics,23855,18,16,2,Shewmake,Sharon Anne,04/02-06/14,OV,ECON 206 or HNRS 209 or HNRS 254 or HNRS 202. New Section - Course is cross-listed with ENRG 384,Face-to-Face WP2,MW,1200.0,1350.0,P,H,1,,04 	4
ECON,385,Comparative Econ Systems,22156,35,7,28,Kahnamoui,Farrokh,04/02-06/14,OV,ECON 206 or ECON 207; HNRS 209 or ECON 207; or HNRS 202; or HNRS 254.,Face-to-Face WP1,TR,1400.0,1550.0,E,S,4,,13 	4
ECON,389,Economies of the Pacific Rim,23451,10,4,6,Samant,Shantala,04/02-06/14,OV,ECON 206 and ECON 207; or HNRS 209 and ECON 207; or HNRS 202; or HNRS 254. Course is cross-listed with IBUS 475 ECON 400	Directed Independent Study	20238	10	0	10	Staff	04/02-06/14,Face-to-Face,TR,1400.0,1550.0,A,W,2,,03 	4
ECON,442,Industrial Org/Public Policy,23448,30,7,23,Durham,Yvonne,04/02-06/14,OV,ECON 306 or ECON 309,Face-to-Face WP1,TR,1000.0,1150.0,C,F,3,,14 	4
ECON,447,Methods Teaching Public School,20128,30,22,8,Hodges,Hart,04/02-06/14,OV,ECON 206 or HNRS 209 or ECON 446 plus teaching experience or current or expected enrollment in teacher education program. prerequisites plus teaching experience or current or expected enrollment in teacher education program,Face-to-Face,MW,1300.0,1420.0,M,H,1,,05 	3
ECON,470,Economic Fluctuations/Forecast,23449,30,12,18,Knabb,Shawn D.,04/02-06/14,OV,ECON 306 or ECON 307; ECON 375 or MATH 342,Face-to-Face WP1,MW,1400.0,1550.0,B,H,4,,19 	4
ECON,482,Adv Top Envir Economics,21629,25,20,5,Plakias,Zoe Theola,04/02-06/14,OV,ECON 383 or equivalent New Time,Face-to-Face WP3,MW,1200.0,1350.0,A,W,3,,03 	4
ECON,483,Resource Economics,20126,30,11,19,Plakias,Zoe Theola,04/02-06/14,OV,ECON 306 or ECON 309 New Time Education Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,Face-to-Face WP1,TR,1200.0,1350.0,E,S,0,,72 	4
EDUC,109,Scholarshp Tching & Lrning,22377,25,23,2,Douglas,Tania M.,04/02-06/14,FR OV,New Room,Face-to-Face SSC,MW,1000.0,1150.0,M,H,0,,11 	4
EDUC,109,Scholarshp Tching & Lrning,22770,35,22,13,Douglas,Tania M.,04/02-06/14,OV,"For FWS only, or permission of Woodring DDR director.",Face-to-Face SSC,TR,1000.0,1150.0,M,H,1,,35 	4
EDUC,309,Storytelling,21055,20,19,1,Vohs,Rosemary Amanda Scott,04/02-06/14,OV,Self-Sustaining tuition is $298 per credit which is not included in 10-18 credit tuition charges.,,,,,,,,,
EDUC,309,Storytelling,24348,19,17,2,Vohs,Rosemary Amanda Scott,04/02-06/14,OV,Self-Sustaining tuition is $298 per credit which is not included in 10-18 credit tuition costs.,,,,,,,,,
EDUC,465,Hist of Native Am Ed & Policy,22467,25,24,1,French,Kristen Blythe,04/02-06/14,OV,New Time Education Leadership Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,Online DELIVERY Online-Synchronous,W,1500.0,1850.0,ONLINE,SYNC,4,,
EDAD,503,Case Studies in School Admin,23371,12,3,9,Clothier,Beth G.,04/02-06/14,GR PB PM OV,Graduate status.,Hybrid,W,1700.0,2100.0,M,H,1,,56 	4
EDAD,543,Supervision in Public Schools,20149,12,9,3,Bruce,Tim,04/02-06/14,GR GR PB PM OV,,Online DELIVERY Online-Synchronous,T,1700.0,2050.0,ONLINE,SYNC,4,,
EDAD,543,Supervision in Public Schools,22444,12,11,1,Ruthford,Steve,04/02-06/14,GR MJ GR PB PM OV,,Online DELIVERY Online-Synchronous,T,1700.0,2050.0,D,L,4,$426.00,Per/Cr
EDAD,548,School Law,22437,12,9,3,Larsen,Donald Edward,04/02-06/14,GR GR PB PM OV,,,,,,,,,,
EDAD,550,Develop Staff/Communty Relatns,23546,12,12,0,Aller,Warren,04/02-06/14,GR GR PB PM OV,Graduate status,Online DELIVERY Online-Synchronous,R,1700.0,2050.0,D,L,4,$426.00,Per/Cr
EDAD,550,Develop Staff/Communty Relatns,23922,5,5,0,Aller,Warren,04/02-06/14,GR GR PB PM OV,Graduate status Section for BC Student Cohort only,Online DELIVERY Online-Synchronous,R,1700.0,2050.0,D,L,4,$426.00,Per/Cr
EDAD,592,Field Exp:Admin for Principal,20446,12,9,3,Larsen,Donald Edward,04/02-06/14,GR GR PB PM OV,Permission of instructor.,,,,,,,,,
EDAD,592,Field Exp:Admin for Principal,23547,12,11,1,Aller,Warren,04/02-06/14,GR GR PB PM OV,Permission of instructor.,,,,,,,,,
EDAD,641,Improving Student Learning,23548,25,21,4,Armstrong,Kimberlee Michele,04/02-06/14,GR GR PB PM OV,Master's degree; admission to superintendent program.,,,,,,,,,
EDAD,656,Ethics and Values,22733,12,11,1,Irish,Justin Ray,04/02-06/14,MJ GR PB PM OV,Admission to Doctor of Education.,,,,,,,,,
EDAD,664,Instructional Leadership,23166,12,5,7,Rumbaugh,Deborah,04/02-06/14,GR PB PM OV,Admission to Doctor of Education.,,,,,,,,,
EDAD,670,Doctoral Proposal Defense,23167,12,4,8,Robertson,Wayne T.,04/02-06/14,GR PB PM OV,Admission to Doctor of Education. Committee Meetings by Arrangement,,,,,,,,,
EDAD,692,Field Exp Admin Superintendent,22735,25,22,3,Robertson,Wayne T.,04/02-06/14,MJ OV,AMST 301 or FAIR 366E; declaration of Education and Social Justice minor; or instructor permission. New Time Electrical & Computer Engineer Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,Face-to-Face,TR,1000.0,1150.0,B,H,2,,21 	4
EECE,111,Circuit Analysis I,22229,36,31,5,Zang,Yuzhang,04/02-06/14,MJ OV,MATH 125; PHYS 162. New Room,Face-to-Face,R,1300.0,1450.0,ET,331,1,,10 	4	$130.00 Flat Fee
EECE,111,Circuit Analysis I,22230,36,35,1,Zang,Yuzhang,04/02-06/14,OV,MATH 125; PHYS 162. New Room CLOSED	EECE 300	Directed Independent Study	22231	0	0	0	Staff	04/02-06/14,Face-to-Face,T,1500.0,1650.0,ET,331,1,,10 	4	$130.00 Flat Fee
EECE,310,Continuous Systems,22232,60,47,13,Lin,Ying,04/02-06/14,MJ OV,EECE 210; MATH 224; MATH 331.,Face-to-Face,TR,1000.0,1150.0,E,T,3,,21 	4	$120.00 Flat Fee
EECE,320,Electronics II,22833,24,16,1,Saadeh,Wala Salem Mustafa,04/02-06/14,MJ OV,"EECE 220, EECE 310 or concurrent.",Face-to-Face,R,1200.0,1350.0,ET,338,3,,21 	4	$155.00 Flat Fee
EECE,320,Electronics II,22834,36,31,1,Saadeh,Wala Salem Mustafa,04/02-06/14,MJ OV,"EECE 220, EECE 310 or concurrent. New Time",Face-to-Face,T,1200.0,1350.0,ET,331,3,,21 	4	$155.00 Flat Fee
EECE,346,Probability & Stats for EECE,23447,60,34,26,Jiang,Xichen,04/02-06/14,MJ OV,MATH 204; MATH 224; EECE 310 or concurrent. New Room,Face-to-Face,MW,1500.0,1650.0,A,H,0,,14 	4
EECE,361,Signal Propagation,23445,26,25,1,Zang,Yuzhang,04/02-06/14,MJ OV,EECE 210; MATH 224; PHYS 163. For students in Electronics concentration,Face-to-Face,R,900.0,1050.0,ET,331,3,,21 	4	$130.00 Flat Fee
EECE,361,Signal Propagation,23446,10,3,7,Zang,Yuzhang,04/02-06/14,MJ OV,EECE 210; MATH 224; PHYS 163. For students not in Electronics concentration New Time,Face-to-Face,R,900.0,1050.0,ET,331,3,,21 	4	$130.00 Flat Fee
EECE,378,Pwr Sys Analysis & Smart Grid,22234,14,8,6,Jiang,Xichen,04/02-06/14,MJ OV,EECE 372 or ENRG 372.,Face-to-Face,T,1300.0,1450.0,ET,328,3,,33 	4	$155.00 Flat Fee
EECE,385,Cyber-Physical Systems,23450,36,15,21,Ramasubramanian,Bhaskar,04/02-06/14,OV,EECE 310; EECE 344. CLOSED	EECE 400	Directed Independent Study	22235	0	0	0	Staff	04/02-06/14,Face-to-Face,M,2300.0,2450.0,ET,331,3,,04 	4	$130.00 Flat Fee
EECE,401,Capstone Project Introduction,22886,48,38,10,Radwan,Amr Ahmed Abdelsalam,04/02-06/14,MJ OV,EECE 320; EECE 360; EECE 444; EECE 480 or concurrent; and ENG 302 or concurrent.,Face-to-Face,W,1100.0,1150.0,E,T,3,,21 	1
EECE,404,Capstone Project IV,23452,18,14,4,Morton,Todd Douglas,04/02-06/14,OV,EECE 403,Face-to-Face,TR,1500.0,1620.0,E,T,3,,21 	3	$155.00 Flat Fee
EECE,404,Capstone Project IV,23453,18,11,7,Khan,Junaid Ahmed,04/02-06/14,OV,EECE 403,Face-to-Face,TR,1500.0,1620.0,E,T,1,,06 	3	$155.00 Flat Fee
EECE,404,Capstone Project IV,23454,18,10,8,Radwan,Amr Ahmed Abdelsalam,04/02-06/14,OV,EECE 403,Face-to-Face,TR,1500.0,1620.0,E,T,3,,33 	3	$155.00 Flat Fee
EECE,460,Digital Communication Systems,22236,24,8,16,Klein,Andy,04/02-06/14,MJ OV,EECE 360,Face-to-Face,W,1500.0,1650.0,ET,338,1,,07 	4	$155.00 Flat Fee
